id,corpus-id,score
4701,"['1712772', '4323074', '4359969', '7852407', '3559239', '2818329', '2574378', '5400934', '3689104', '3328661']",-1
4702,"['4006050', '5736596', '890035', '5538998', '1532850', '5663956', '6536142', '3336963', '1337121', '401881']",-1
4703,"['7382800', '4885382', '71793', '3174539', '4326032', '7084934', '2231209', '2309496', '628397', '4456595']",-1
4704,"['723187', '3269875', '6780254', '1268707', '3807068', '5042165', '5276004', '5142886', '1945126', '4410025']",-1
4705,"['2264264', '52166', '7526365', '3676750', '340364', '2657621', '4465589', '6877247', '8006856', '5845347']",-1
4706,"['3670212', '2435734', '5078300', '6847975', '2157643', '7550662', '4432760', '6519052', '6061789', '1433603']",-1
4707,"['578227', '3465930', '6840010', '3278567', '7703198', '850224', '1859536', '854201', '7081397', '3154392']",-1
4708,"['524839', '7117748', '8060311', '4641047', '7118158', '7833923', '5912723', '213676', '8063429', '6828672']",-1
4709,"['5342810', '7979472', '4405486', '3500963', '785504', '3694585', '7094931', '4676493', '8607529', '6527623']",-1
4710,"['7192311', '1282278', '3522969', '5371374', '1758001', '5338203', '5390795', '5164873', '260316', '3599490']",-1
4711,"['841675', '5252573', '3703656', '2448116', '2118728', '5978828', '2676522', '2217531', '6097403', '4494452']",-1
4712,"['6363595', '4084060', '2632108', '2324532', '2307526', '8732572', '4867200', '3527497', '4789708', '1009054']",-1
4713,"['6539457', '466671', '7221267', '2510984', '8078896', '8087631', '4912004', '3414152', '7173485', '630981']",-1
4714,"['1828648', '142641', '3283732', '3626005', '6201671', '3757291', '2800548', '4403344', '3742883', '8192074']",-1
4715,"['7292360', '1594217', '3728999', '4764244', '8160368', '5524333', '1937168', '8108496', '5289045', '6753825']",-1
4716,"['7601917', '773367', '5702750', '4997046', '5177165', '7011780', '2892971', '7477225', '5667529', '4102546']",-1
4717,"['6262211', '8510989', '3537098', '7258788', '2802291', '7972898', '530731', '3521600', '3503620', '4106492']",-1
4718,"['6055555', '4933969', '224927', '5871278', '3441582', '2356896', '1693100', '5827792', '5973971', '1139271']",-1
4719,"['1713946', '5143532', '3082836', '3833882', '5510601', '1903784', '908477', '2149792', '1371778', '1356423']",-1
4720,"['5370891', '3356593', '1009045', '610065', '7538302', '2071059', '4266900', '330389', '3723402', '2954339']",-1
4721,"['7728533', '7676422', '3997270', '4233148', '3202019', '7892475', '990883', '5903960', '2827381', '1262229']",-1
4722,"['7728533', '7676422', '3997270', '4233148', '3202019', '7892475', '990883', '5903960', '2827381', '1262229']",-1
4723,"['2023966', '3086672', '7221806', '6492308', '4574183', '2133289', '398243', '4375773', '873837', '8071259']",-1
4724,"['6034326', '3770717', '6427964', '272643', '1954941', '6499222', '1232196', '8075391', '2095416', '8116628']",-1
4725,"['8695004', '3579682', '905607', '43885', '2012391', '7269838', '3219462', '5740785', '216937', '7420756']",-1
4726,"['3127310', '409326', '8090152', '6071846', '5324742', '6595903', '6087072', '1559093', '5547601', '562242']",-1
4727,"['8669741', '2804740', '8057104', '5741216', '178875', '480935', '3568777', '727116', '611057', '8064833']",-1
4728,"['8538853', '676742', '5628825', '7410688', '729736', '2769388', '5509345', '6975046', '781145', '522884']",-1
4729,"['5121529', '5220346', '4963883', '5794087', '7083637', '6616893', '7658476', '1363098', '4531218', '7284002']",-1
4730,"['2617358', '8036214', '6077149', '8034155', '8497830', '5463071', '1425919', '1114513', '1392974', '3502997']",-1
4731,"['3030200', '2043827', '6398671', '595496', '4400034', '395992', '528060', '1636479', '1612877', '989262']",-1
4732,"['1998412', '6467143', '3133883', '7615787', '1774434', '6182139', '418978', '222189', '4356084', '246600']",-1
4733,"['611830', '6461729', '251474', '115204', '5365419', '5125372', '8560998', '6401433', '1325194', '3705978']",-1
4734,"['1529400', '7221154', '607967', '7050021', '6866955', '3849267', '1457738', '8261657', '6164987', '1907511']",-1
4735,"['2642190', '4675180', '1969377', '388942', '1204447', '6452527', '3899790', '7138900', '1924690', '1582884']",-1
4736,"['3911724', '5338203', '4794286', '2446787', '2320918', '5167787', '895765', '1024006', '3522969', '7874206']",-1
4737,"['635648', '1806216', '2423224', '1092294', '4611444', '7842498', '7634590', '5554795', '1985340', '967268']",-1
4738,"['953836', '2449253', '6870765', '781500', '5394443', '4370488', '4118541', '4247525', '6231235', '2740440']",-1
4739,"['1289741', '8092184', '1653102', '5246683', '5790359', '1579825', '8464534', '6422066', '4025564', '6165115']",-1
4740,"['784847', '5010905', '6726608', '7855824', '786970', '2093716', '8346457', '6482389', '4020671', '1729564']",-1
4741,"['784847', '5010905', '6726608', '7855824', '786970', '2093716', '8346457', '6482389', '4020671', '1729564']",-1
4742,"['4185757', '7859056', '3070212', '371995', '529413', '3165492', '3846185', '5545888', '1191760', '3142579']",-1
4743,"['3181688', '2070862', '7731861', '6028734', '5711471', '7432309', '6730105', '5431700', '220413', '4505356']",-1
4744,"['5628825', '7653127', '1759223', '2702268', '6885387', '835787', '4381396', '6692728', '1212924', '6791396']",-1
4745,"['2481158', '5316592', '8592137', '582691', '7041023', '5757005', '7193612', '8260116', '5156155', '1376546']",-1
4746,"['3201874', '5014845', '5362779', '7945070', '7673862', '3109583', '517433', '7797953', '8417401', '8452781']",-1
4747,"['3201874', '5014845', '5362779', '7945070', '7673862', '3109583', '517433', '7797953', '8417401', '8452781']",-1
4748,"['6363595', '1275659', '8732572', '6247400', '4780562', '1097387', '2144769', '1272152', '6555614', '4084060']",-1
4749,"['426764', '853008', '1823199', '2937508', '8012647', '428676', '1682370', '6706089', '8115705', '2931989']",-1
4750,"['5440368', '5177012', '8142706', '5569540', '3988896', '8572198', '2509127', '3849856', '3897032', '2371546']",-1
4751,"['7673862', '5014845', '7797953', '3109583', '4235383', '3902922', '8466231', '300164', '4960601', '2056512']",-1
4752,"['555575', '3779739', '5226289', '1941703', '733575', '3810232', '6035893', '1969941', '4626875', '3735440']",-1
4753,"['5952346', '1173617', '5390591', '4431522', '2839944', '5432487', '6733020', '1762588', '6984779', '1939142']",-1
4754,"['1722313', '7227662', '425178', '6866887', '3347443', '8824600', '5845720', '3608597', '2122162', '2344154']",-1
4755,"['1395008', '2883798', '8707607', '5676339', '34754', '2809904', '3172776', '1608551', '4476870', '1184864']",-1
4756,"['3826031', '4492500', '2606868', '5853248', '4881183', '8692020', '7225616', '6355457', '2262314', '3743249']",-1
4757,"['135872', '1125293', '6972349', '1678357', '1672376', '4187081', '425087', '2334025', '3999674', '5814228']",-1
4758,"['6906059', '2880294', '6137969', '5229074', '1590063', '5172346', '7629458', '4520687', '3115942', '5764083']",-1
4759,"['6307792', '8266087', '7406997', '6185558', '748845', '1214675', '2874092', '7796328', '2583679', '4673604']",-1
4760,"['7901543', '737125', '6245694', '6880805', '2058155', '8032432', '1541804', '378905', '3335216', '3409184']",-1
4761,"['5357860', '8063952', '2856662', '1685338', '248187', '4555836', '4249770', '4723543', '7229634', '986665']",-1
4762,"['1089987', '8291458', '7010295', '7084908', '4360586', '2664767', '466143', '6999504', '5782025', '8717460']",-1
4763,"['3979904', '4951425', '3428251', '3928551', '1861229', '3947914', '7239', '2664447', '3976728', '3121923']",-1
4764,"['7493157', '7053041', '2160510', '812814', '7721588', '4132934', '2800907', '7988309', '4981317', '4764561']",-1
4765,"['5509459', '633913', '3068515', '6306929', '6900947', '2030225', '3073926', '8195052', '54385', '6277741']",-1
4766,"['8166495', '94204', '5509345', '8096096', '3447964', '2803297', '5199094', '6975046', '648910', '7018463']",-1
4767,"['6653461', '8497830', '404859', '526759', '2963233', '1390770', '4939108', '8036214', '5862639', '3875982']",-1
4768,"['5959229', '2770271', '1175054', '7545165', '1429624', '5362779', '3514466', '4934601', '5022975', '4767951']",-1
4769,"['4266900', '677946', '1009045', '6849157', '1081949', '872283', '5530465', '6279225', '682486', '3356593']",-1
4770,"['183349', '2563106', '633358', '1832419', '1238876', '6778360', '588790', '403134', '2114034', '6981886']",-1
4771,"['183349', '2563106', '633358', '1832419', '1238876', '6778360', '588790', '403134', '2114034', '6981886']",-1
4772,"['4232162', '325957', '7935767', '3697260', '131467', '8548185', '1718526', '6494671', '1017504', '1674485']",-1
4773,"['8673364', '6075551', '7468189', '3768689', '781073', '127773', '7252948', '7200367', '6121021', '6104304']",-1
4774,"['7609048', '4451498', '6216670', '1045885', '1584376', '3743057', '3419194', '1305711', '7016425', '8123012']",-1
4775,"['7609048', '4451498', '6216670', '1045885', '1584376', '3743057', '3419194', '1305711', '7016425', '8123012']",-1
4776,"['5708609', '8375590', '1875286', '8633017', '2804761', '8457372', '4227848', '8634430', '1499572', '6695018']",-1
4777,"['7988309', '7846848', '7173485', '8078896', '7221267', '7074157', '6615469', '1035625', '1337293', '8643281']",-1
4778,"['6540236', '1077773', '945060', '4812800', '1092294', '1953659', '3501852', '3961541', '6841413', '2422223']",-1
4779,"['4488539', '4637846', '6649333', '1192088', '337807', '6896677', '8725689', '5845081', '2571631', '7751116']",-1
4780,"['3201874', '1571608', '1244907', '6543979', '5232361', '7422166', '295342', '2060694', '1600888', '1234328']",-1
4781,"['3722822', '955150', '8754273', '991298', '6778092', '2836302', '6753788', '2017785', '5036517', '549269']",-1
4782,"['563648', '8839217', '2603492', '5221327', '6403821', '6658448', '2071722', '146803', '4212024', '760252']",-1
4783,"['8315873', '5327863', '6768228', '8659665', '8175877', '6102873', '1723404', '674890', '4227374', '5737372']",-1
4784,"['3864503', '3983279', '6841854', '2694726', '1452643', '8392398', '6605660', '8332888', '2821733', '5873418']",-1
4785,"['7794560', '1166304', '5337118', '6763097', '6693933', '8576559', '1784866', '7062356', '6867492', '6697687']",-1
4786,"['341309', '3325290', '808200', '1024195', '1979114', '12084', '8287264', '3847415', '5389297', '6610167']",-1
4787,"['5235162', '1028290', '7960058', '4771259', '2271791', '987737', '4387690', '5887096', '7055620', '2647600']",-1
4788,"['5115237', '2179786', '7895934', '2296948', '1201056', '1038458', '193999', '1206186', '4979813', '1772377']",-1
4789,"['4581838', '5853248', '1205672', '170286', '2470440', '581272', '6914658', '2606868', '2172899', '7589315']",-1
4790,"['6810672', '1026649', '302052', '2597383', '3703656', '3188007', '25585', '7270693', '644788', '3067777']",-1
4791,"['5963272', '7691321', '320523', '3077452', '6118519', '5985453', '5365572', '8225208', '1946388', '6906467']",-1
4792,"['7010295', '29874', '466143', '8291458', '4361359', '2454133', '5074028', '913984', '7414907', '6976491']",-1
4793,"['7077121', '7011268', '1774434', '6053539', '1662029', '3791441', '3795761', '6675706', '5997099', '4803493']",-1
4794,"['6225940', '7156658', '2402131', '8727511', '5378245', '71793', '6950954', '3174539', '149546', '2081779']",-1
4795,"['6225940', '7156658', '2402131', '8727511', '5378245', '71793', '6950954', '3174539', '149546', '2081779']",-1
4796,"['214991', '1886164', '700764', '881444', '6960043', '7586256', '1513341', '3920790', '6015669', '8831990']",-1
4797,"['214991', '1886164', '700764', '881444', '6960043', '7586256', '1513341', '3920790', '6015669', '8831990']",-1
4798,"['4140412', '4145986', '6052269', '1376142', '2593168', '6569818', '2024193', '3283743', '8222925', '733931']",-1
4799,"['6920771', '3598875', '2199841', '7081193', '2729967', '3878468', '1935376', '4479720', '7929539', '4880243']",-1
4800,"['8669741', '2804740', '8057104', '178875', '727116', '854489', '8307783', '2135590', '5200911', '4188884']",-1
4801,"['4530438', '2277752', '8207331', '5407797', '1707185', '5211203', '3313028', '4426634', '2770228', '3400582']",-1
4802,"['793984', '3660825', '334733', '6447263', '5940621', '2733006', '5236072', '6653456', '8459951', '3791991']",-1
4803,"['6126348', '7737509', '3881198', '8186767', '2211157', '368147', '3295212', '3019820', '6342612', '7697356']",-1
4804,"['35883', '7673862', '4461352', '3609012', '5700007', '429020', '7564732', '7015452', '1600888', '1308156']",-1
4805,"['2245973', '3669815', '1583800', '6939815', '147092', '8409415', '7564424', '4469529', '2173146', '669712']",-1
4806,"['4473706', '8139649', '2118989', '2860913', '1791817', '4653541', '3852928', '4055291', '666705', '2332793']",-1
4807,"['152326', '6278111', '3096593', '5257728', '8782806', '534085', '8488056', '5577618', '1440366', '2155479']",-1
4808,"['791274', '251474', '4280968', '1428084', '6461729', '3368589', '737024', '6190691', '1986962', '7649591']",-1
4809,"['6653461', '8497830', '526759', '404859', '4939108', '1390770', '8036214', '4791023', '5051568', '6617012']",-1
4810,"['1450182', '7152542', '8083566', '1442001', '2921632', '4414751', '3464100', '4007858', '2111986', '2044299']",-1
4811,"['948641', '1516025', '3555096', '5572742', '120992', '5561534', '2124275', '8814331', '6794012', '240699']",-1
4812,"['8187308', '4001408', '3224266', '2964524', '2308670', '8807605', '3999223', '4271615', '6072167', '2416677']",-1
4813,"['1842936', '5999265', '4428893', '7727157', '2753095', '7849643', '7098571', '5986169', '5986320', '7105528']",-1
4814,"['5320554', '5974840', '5910711', '6931613', '8679194', '5480246', '8207606', '8589648', '8215198', '4722341']",-1
4815,"['2769388', '6315037', '7018463', '7371161', '6501776', '1237563', '4275458', '1094463', '103732', '982830']",-1
4816,"['4601286', '3487312', '8263140', '8210520', '2544539', '6705885', '758404', '6804433', '4172295', '5757005']",-1
4817,"['4060688', '6064706', '335655', '7251307', '5902652', '3723823', '1296928', '3662033', '1878360', '1825185']",-1
4818,"['5959229', '5397751', '4767951', '1175054', '7220984', '5248348', '173286', '2012148', '6785616', '2110206']",-1
4819,"['193534', '613803', '4525605', '8828287', '6393221', '5093097', '238822', '1557317', '3920414', '588577']",-1
4820,"['2613693', '5627051', '5568081', '7953894', '1225084', '4430445', '5776199', '5477118', '648884', '162924']",-1
4821,"['1264534', '3332183', '1057116', '4208860', '5308852', '5991590', '3599018', '3879608', '7194105', '5410584']",-1
4822,"['8538853', '6975046', '7036725', '2769388', '729736', '5509345', '7018463', '8166495', '6966211', '4376211']",-1
4823,"['4987403', '1989743', '1649033', '4089849', '1822811', '6235929', '4125938', '2180671', '2772880', '2260398']",-1
4824,"['3331157', '6312866', '4499620', '7154061', '125631', '1583792', '4160268', '6116172', '7675097', '250206']",-1
4825,"['6653456', '5680340', '5845720', '3910441', '5582309', '7754003', '5917165', '160879', '5371860', '1944929']",-1
4826,"['99138', '5669717', '1065499', '4028454', '7413438', '1198142', '4288964', '2721549', '6357504', '2910096']",-1
4827,"['1712772', '2790783', '3658574', '3689104', '3966182', '2284341', '7995915', '1033222', '2053588', '5310588']",-1
4828,"['804002', '5409547', '3288984', '264825', '3490848', '7661636', '2937508', '253630', '5626348', '892508']",-1
4829,"['4806193', '1903783', '3833882', '5544245', '6995622', '5143532', '5054928', '3907384', '1356423', '4217142']",-1
4830,"['7408241', '5901774', '642336', '202395', '2995870', '6000127', '4237674', '8662226', '2439541', '1068131']",-1
4831,"['4886931', '2186565', '2876572', '870731', '6740391', '3979035', '2478778', '2095868', '7987925', '3537690']",-1
4832,"['6893570', '798914', '5526879', '2308216', '697598', '4133156', '5891646', '732663', '3455066', '2432895']",-1
4833,"['3194370', '2728390', '3993627', '972884', '2752310', '3316308', '4827118', '8364485', '6936643', '7041979']",-1
4834,"['3692460', '6746560', '559223', '3008830', '3846042', '6377904', '5536630', '3060579', '1154433', '3766837']",-1
4835,"['3285724', '2392883', '121669', '1600997', '1199514', '7992974', '1464602', '4780729', '2539297', '1924920']",-1
4836,"['4654632', '2213883', '6008705', '7517604', '5978001', '3393103', '2610603', '6621406', '2416284', '2023901']",-1
4837,"['7382800', '2097375', '2255603', '1287624', '6748975', '8220902', '2611771', '4721157', '4935741', '7084934']",-1
4838,"['2357708', '429333', '657019', '4334541', '6572648', '4818308', '7061450', '3217886', '7971704', '4343078']",-1
4839,"['125757', '8356120', '5546302', '6036872', '724931', '5114788', '1054264', '2645494', '8370966', '2906589']",-1
4840,"['1155366', '4729392', '3331566', '2436142', '3115636', '2530812', '415132', '1464678', '5770457', '1528077']",-1
4841,"['893496', '1316326', '1243884', '1915168', '1880974', '7342953', '5994970', '4559990', '180623', '3780636']",-1
4842,"['8011126', '556265', '4194995', '2136511', '2800930', '3907771', '5417023', '3187301', '5581767', '8158640']",-1
4843,"['7169039', '5147835', '2190861', '2893836', '6154407', '2994540', '8231572', '6148486', '6877136', '5393210']",-1
4844,"['4794099', '4598727', '3392713', '8631375', '6919221', '4389056', '3423979', '7724869', '5487764', '7896151']",-1
4845,"['2472240', '8045545', '1211177', '5955397', '2022592', '1871194', '7863095', '2001470', '7833357', '5155394']",-1
4846,"['6506046', '3024237', '8134340', '1430187', '2310804', '4734519', '7479181', '7938853', '1595973', '6656825']",-1
4847,"['4436173', '4697816', '7654755', '1440787', '3593524', '2065362', '1128973', '4039908', '6841408', '2162763']",-1
4848,"['5375859', '1991380', '991373', '837878', '8650299', '4026934', '2601093', '2496293', '575310', '7690428']",-1
4849,"['5375859', '1991380', '991373', '837878', '8650299', '4026934', '2601093', '2496293', '575310', '7690428']",-1
4850,"['2978645', '1779511', '857621', '1043702', '1673415', '1825933', '6417807', '7205151', '4095638', '3283690']",-1
4851,"['4585419', '762554', '5862990', '2257120', '5795927', '147478', '164416', '2342525', '6360621', '2194337']",-1
4852,"['7175652', '4545148', '3425509', '7747579', '5467356', '1522113', '5654214', '2960516', '5642270', '8186264']",-1
4853,"['6790807', '1113808', '7842238', '6188300', '472384', '2127423', '4427564', '1127867', '3437136', '5895863']",-1
4854,"['2190861', '3492772', '5147835', '8231572', '6877136', '2121252', '2893836', '6148486', '789683', '7932982']",-1
4855,"['466143', '3011907', '6985879', '6916096', '2428767', '2740840', '7414907', '3536501', '5074028', '1565478']",-1
4856,"['6561734', '8298078', '4831024', '2796402', '3190502', '1493003', '2748072', '6087659', '2596372', '1287997']",-1
4857,"['7164232', '4956286', '8584196', '1827732', '6658573', '2652055', '8723403', '3326694', '163393', '6759450']",-1
4858,"['1772377', '5544245', '193999', '3461904', '3624397', '6380178', '5654350', '7508601', '5115237', '3907384']",-1
4859,"['6147967', '636552', '300812', '1721281', '3774601', '7243336', '5163801', '6602403', '1014962', '770808']",-1
4860,"['6116172', '3204531', '4131915', '386815', '359194', '4328613', '7154061', '5601027', '1171847', '5098909']",-1
4861,"['3436708', '8271664', '6157205', '349681', '8314757', '793908', '7888342', '5484721', '6053539', '1592384']",-1
4862,"['3632574', '3087510', '7201459', '6905151', '2218099', '5708947', '835829', '5847491', '1851529', '5250716']",-1
4863,"['7485567', '4244907', '4641658', '2465110', '8083142', '6102333', '3027554', '2974712', '1964096', '6119655']",-1
4864,"['494071', '3170665', '4969890', '4884522', '1077082', '964837', '1343022', '236885', '2056459', '732786']",-1
4865,"['2553971', '6980309', '1322594', '5541198', '7910662', '348917', '3920284', '6482443', '6987712', '3284977']",-1
4866,"['8669741', '3737642', '2971033', '732347', '727116', '637415', '8658377', '2795179', '6675752', '8307783']",-1
4867,"['6266889', '8484046', '818257', '4966442', '6686675', '3926364', '348200', '3983279', '4379685', '2051806']",-1
4868,"['3398967', '1674466', '8095926', '5211750', '695203', '433314', '4872449', '2087979', '355094', '6198764']",-1
4869,"['4655819', '3336197', '93222', '3651128', '1442004', '4974038', '5410795', '3203199', '1611070', '7644976']",-1
4870,"['301376', '7989128', '8509581', '7993698', '4104770', '7371161', '6802539', '3069786', '1429034', '1143370']",-1
4871,"['301376', '7989128', '8509581', '7993698', '4104770', '7371161', '6802539', '3069786', '1429034', '1143370']",-1
4872,"['8174273', '7556418', '7875822', '5061373', '6016474', '3956280', '8192114', '1106144', '2916518', '3547524']",-1
4873,"['5202296', '3872518', '3379993', '1869997', '5142769', '3573546', '3052153', '6538227', '2519142', '944852']",-1
4874,"['5202296', '3872518', '3379993', '1869997', '5142769', '3573546', '3052153', '6538227', '2519142', '944852']",-1
4875,"['5202296', '3872518', '3379993', '1869997', '5142769', '3573546', '3052153', '6538227', '2519142', '944852']",-1
4876,"['8802132', '1462514', '3451574', '4836377', '1428595', '1651820', '5074152', '4137722', '2986775', '1926524']",-1
4877,"['2190861', '3052758', '5384438', '480909', '6248801', '8041820', '4414198', '366626', '2836302', '5899659']",-1
4878,"['1921667', '7141792', '834216', '3111540', '6823698', '1116004', '1081949', '955150', '4327486', '1088559']",-1
4879,"['5298350', '6035277', '4427564', '1618738', '5895863', '6081951', '4341222', '4599722', '7558718', '4716416']",-1
4880,"['6399468', '481799', '3486356', '468466', '932591', '5857656', '7850711', '3854556', '4476910', '5318083']",-1
4881,"['6885387', '1212924', '3127260', '6791396', '4381396', '7699677', '835787', '147025', '1981329', '1759223']",-1
4882,"['5098909', '4131915', '4982118', '1143283', '7198959', '6116172', '5569350', '4306189', '3256125', '4509428']",-1
4883,"['4436149', '6491178', '3111679', '5493362', '995787', '7681943', '4477634', '4993086', '1863191', '3416681']",-1
4884,"['3928910', '2412069', '5237577', '4697816', '5990816', '761226', '4580752', '2792619', '1735577', '4399603']",-1
4885,"['500396', '4810554', '2812807', '8104266', '1045885', '4158409', '4930171', '7664594', '6653154', '3262178']",-1
4886,"['2318935', '1629207', '7197286', '3501852', '7915505', '5294940', '6089809', '3776077', '2491782', '6540236']",-1
4887,"['8636186', '2783212', '2964470', '6878550', '7513247', '6636947', '6752598', '2034338', '4198689', '6267623']",-1
4888,"['1879688', '4298532', '2921212', '4733908', '7858089', '4888229', '664996', '5974822', '729460', '6681068']",-1
4889,"['1833683', '4768597', '2031110', '4121828', '8280503', '7821150', '4767081', '2993523', '3387232', '1147600']",-1
4890,"['3492772', '3133799', '1025556', '7168310', '7706951', '1790881', '7141792', '555987', '2821731', '789683']",-1
4891,"['1715078', '3542380', '131290', '5999378', '1737463', '5644971', '5702258', '4363966', '1430972', '7917904']",-1
4892,"['7064807', '5581883', '6071545', '5338872', '339860', '7417036', '6060331', '8642680', '4043190', '2510742']",-1
4893,"['5895863', '6035277', '3381449', '6188300', '7558718', '8189247', '3052720', '1834622', '1127867', '5928907']",-1
4894,"['6403821', '7198653', '6459473', '62138', '3380548', '7265206', '2357262', '2609477', '1587582', '7430062']",-1
4895,"['3617056', '5620526', '7147276', '2189402', '3022539', '3539930', '7137662', '6894340', '5468452', '6603265']",-1
4896,"['4319966', '4920862', '2513452', '3801187', '7996785', '7022634', '7292008', '4429622', '930448', '3105912']",-1
4897,"['2625755', '7252948', '6891276', '8554871', '1016857', '1673739', '7771634', '161161', '7205846', '399829']",-1
4898,"['4328550', '6737845', '1948569', '2088544', '8155414', '8563560', '3605435', '6426638', '1880091', '1862570']",-1
4899,"['8480453', '5814304', '3097119', '2580986', '6472934', '6897392', '4221588', '8736730', '954286', '6792144']",-1
4900,"['102630', '3971366', '7247268', '7272974', '4358948', '4263597', '2780471', '5218169', '3874393', '83193']",-1
4901,"['4391664', '4207165', '1722442', '2993786', '666368', '153802', '108274', '6679506', '5656691', '5959863']",-1
4902,"['4063267', '4298172', '1843716', '4531428', '1622726', '5235920', '5960333', '8363805', '3732425', '1781757']",-1
4903,"['1935427', '759839', '7982295', '8641421', '134526', '6950616', '3485659', '1134752', '1727369', '1150363']",-1
4904,"['1935427', '759839', '7982295', '8641421', '134526', '6950616', '3485659', '1134752', '1727369', '1150363']",-1
4905,"['983745', '293370', '1079914', '714397', '2430920', '5383583', '594700', '8570237', '4408541', '4478233']",-1
4906,"['4675180', '2642190', '1969377', '1582884', '6452527', '7138900', '388942', '6647385', '5372449', '1602468']",-1
4907,"['6658448', '8839217', '2931864', '4212024', '6287278', '5428665', '6405792', '5435065', '8095066', '4833821']",-1
4908,"['4055291', '4181791', '3200137', '5515342', '8425620', '993863', '3159141', '2423569', '504008', '2585072']",-1
4909,"['2183255', '5954674', '1442004', '8229621', '6928354', '8682495', '7128617', '1288196', '4456595', '1922012']",-1
4910,"['7270387', '2681505', '774088', '3043259', '4073188', '3769481', '5039648', '8612679', '3077454', '5923685']",-1
4911,"['7577719', '280317', '6841854', '4003096', '5120614', '876974', '2033212', '688681', '2022485', '6136433']",-1
4912,"['8437870', '5541198', '2553971', '6980309', '1322594', '3284977', '6482443', '5850943', '675794', '4862534']",-1
4913,"['6825365', '1932672', '3174534', '385130', '6607527', '6031224', '7478526', '5974864', '8394413', '4868106']",-1
4914,"['5320554', '5534031', '8555533', '2582587', '1121192', '3414112', '3544078', '6931613', '5822304', '3744354']",-1
4915,"['7000876', '6858866', '1141', '2417750', '2420312', '8116502', '7193952', '5754533', '2130871', '679058']",-1
4916,"['631179', '1965831', '5540293', '87002', '7758889', '1636479', '7534466', '6317339', '1154274', '2980834']",-1
4917,"['631179', '1965831', '5540293', '87002', '7758889', '1636479', '7534466', '6317339', '1154274', '2980834']",-1
4918,"['834144', '6778092', '770810', '5359112', '2340943', '1960079', '1158412', '3444123', '2359831', '913984']",-1
4919,"['319857', '4651973', '549557', '3537176', '1323020', '7938061', '702806', '5746168', '1091779', '6786928']",-1
4920,"['319857', '4651973', '549557', '3537176', '1323020', '7938061', '702806', '5746168', '1091779', '6786928']",-1
4921,"['319857', '4651973', '549557', '3537176', '1323020', '7938061', '702806', '5746168', '1091779', '6786928']",-1
4922,"['251474', '611830', '6461729', '5365419', '7277172', '6401433', '1612754', '6768655', '5125372', '773833']",-1
4923,"['1775537', '5126267', '2744994', '1735404', '3588236', '7654520', '1935427', '1151327', '8139612', '1128973']",-1
4924,"['3898297', '1366443', '905763', '881821', '4183099', '6097403', '841675', '217722', '4094214', '2217531']",-1
4925,"['2646142', '5501470', '6411490', '2940947', '7091944', '5396037', '7365899', '1205831', '6600696', '3831405']",-1
4926,"['4441199', '2768945', '3872766', '6687069', '5238715', '1632628', '1544667', '3001327', '798302', '6498229']",-1
4927,"['5126336', '131299', '2295642', '1205142', '7851614', '48054', '3521087', '4663886', '8315873', '1373612']",-1
4928,"['955150', '3722822', '4394051', '1921667', '834216', '1136164', '4327486', '3111540', '3583116', '6823698']",-1
4929,"['8162073', '2242948', '5444259', '2599331', '6105646', '97123', '4496611', '3384010', '2911292', '3444102']",-1
4930,"['5353898', '600901', '3911408', '5377384', '4432191', '1301466', '2320223', '3986279', '2935224', '4614298']",-1
4931,"['6896677', '5077598', '3879107', '2894296', '8692654', '7725924', '5086506', '2495866', '7138160', '3932390']",-1
4932,"['6408292', '4152192', '7655019', '3678551', '365895', '2333738', '6127670', '6823604', '1288099', '7672385']",-1
4933,"['6399422', '425087', '5814228', '7230032', '1672376', '448552', '4116749', '1231266', '8288302', '3999674']",-1
4934,"['5895863', '6035277', '7558718', '5298350', '1618738', '6081951', '6188300', '3381449', '4427564', '4247525']",-1
4935,"['6855737', '121108', '7125411', '2551585', '552335', '3585129', '6769368', '5917986', '2124273', '733340']",-1
4936,"['7361916', '6902900', '2707066', '2614191', '7755553', '6152990', '2753882', '3778262', '2687910', '4152496']",-1
4937,"['8103665', '135872', '5814228', '3606526', '950868', '5022112', '6831793', '3498030', '6710141', '8067003']",-1
4938,"['8103665', '135872', '5814228', '3606526', '950868', '5022112', '6831793', '3498030', '6710141', '8067003']",-1
4939,"['8103665', '135872', '5814228', '3606526', '950868', '5022112', '6831793', '3498030', '6710141', '8067003']",-1
4940,"['2563803', '2812807', '6653154', '500396', '4930171', '1831827', '4158409', '8104266', '3617056', '4810554']",-1
4941,"['1857949', '6534979', '7684461', '5639572', '3165072', '5559347', '6485402', '95728', '7007441', '1921796']",-1
4942,"['3686130', '6609074', '705878', '1620983', '7755136', '8377519', '6056375', '8246277', '1203207', '7824556']",-1
4943,"['841095', '822879', '5110632', '137649', '1488495', '2994316', '6965090', '8089898', '3152365', '7318908']",-1
4944,"['6102493', '4380531', '2910387', '429668', '5200355', '1829477', '6379381', '2304274', '3678389', '4293723']",-1
4945,"['1651820', '5074152', '981446', '1428595', '1067492', '7236050', '2944413', '1462514', '5403392', '5950543']",-1
4946,"['1240611', '1490407', '4855188', '3185643', '1627090', '3510611', '674344', '6732229', '7397057', '4634859']",-1
4947,"['7062356', '444735', '942900', '1735403', '6085916', '7125269', '1035622', '8484046', '2279269', '6085984']",-1
